word,count,happiness,kind
card,92,5.72,review
stock,27,5.8,review
met,53,5.82,review
member,40,5.94,review
save,61,6.54,review
date,87,6.32,review
dealing,13,5.54,review
hands,85,6.0,review
gather,5,5.94,review
ideas,7,7.16,review
begin,21,6.28,review
search,16,5.44,review
experienced,48,6.82,review
medical,14,4.72,review
provided,49,6.18,review
beautiful,164,7.92,review
charles,9,5.22,review
arrival,23,6.32,review
assistant,13,5.62,review
offices,4,5.0,review
oxygen,2,6.76,review
dog,137,6.7,review
survive,6,6.0,review
illness,4,2.0,review
emergency,34,3.06,review
dr,75,5.1,review
caring,23,7.34,review
explained,60,5.98,review
frank,5,5.94,review
honest,46,7.46,review
condition,9,4.72,review
loss,6,2.56,review
superior,8,6.08,review
delivery,132,6.02,review
email,39,6.88,review
turned,58,5.24,review
doesn,159,4.71,review
blame,10,2.82,review
cheaper,27,6.08,review
rooms,50,5.58,review
boston,6,5.76,review
south,64,6.16,review
actual,63,5.48,review
bus,30,5.1,review
terminal,26,3.98,review
sidewalk,8,5.62,review
bake,10,6.68,review
sun,30,7.8,review
suppose,22,4.92,review
drown,3,2.9,review
freeze,8,4.08,review
july,11,5.98,review
designated,6,5.64,review
areas,39,5.34,review
interested,29,6.84,review
headphones,1,6.3,review
pee,2,4.14,review
near,87,5.72,review
piss,4,3.56,review
toilet,26,4.88,review
floor,104,5.16,review
etc,127,5.18,review
nj,10,4.64,review
drivers,4,5.24,review
switch,19,5.02,review
understand,82,6.56,review
needing,11,4.94,review
learn,22,6.7,review
watching,47,5.84,review
game,66,6.92,review
strike,6,3.96,review
deal,133,6.32,review
steal,6,2.46,review
thursday,41,5.86,review
bun,50,5.9,review
comment,26,5.58,review
often,127,5.68,review
bowling,2,6.24,review
eyes,42,6.24,review
deceive,1,3.47,review
tell,194,5.42,review
inquiry,2,4.66,review
strange,34,4.36,review
bite,83,3.98,review
mia,2,5.22,review
par,31,5.0,review
dale,6,5.26,review
frozen,56,4.38,review
bulk,6,5.12,review
brands,11,5.76,review
focus,10,6.12,review
anywhere,70,5.34,review
else,217,4.76,review
blown,22,4.34,review
blow,19,4.48,review
au,13,4.92,review
portion,92,5.48,review
neighborhood,76,6.38,review
live,154,6.84,review
music,144,8.02,review
wherever,6,5.52,review
appeared,16,5.46,review
st,136,4.88,review
nasty,23,2.62,review
choices,66,6.04,review
suggestions,17,6.08,review
suggested,26,5.6,review
fried,281,5.7,review
move,80,5.72,review
smaller,47,4.74,review
bigger,27,6.38,review
annoying,23,2.82,review
hear,72,5.84,review
own,153,6.16,review
moved,96,5.06,review
joke,25,7.62,review
semi,12,5.27,review
ball,21,6.08,review
dime,6,6.2,review
combination,35,6.14,review
japanese,20,6.02,review
dip,70,4.94,review
guess,118,5.64,review
nd,32,4.8,review
lines,33,5.26,review
garbage,19,3.18,review
talk,72,6.06,review
language,10,6.58,review
exists,4,6.34,review
inches,12,5.28,review
remove,25,3.7,review
rough,17,3.54,review
year,176,5.38,review
acted,19,5.56,review
salon,106,5.92,review
act,20,6.0,review
fake,14,2.9,review
tip,93,6.24,review
past,126,4.62,review
visits,42,6.4,review
returned,45,5.18,review
rd,19,4.86,review
mother,47,7.68,review
license,12,5.56,review
responded,13,5.74,review
brand,52,5.58,review
rated,19,5.5,review
star,191,7.22,review
christmas,39,7.96,review
jingle,2,6.24,review
song,6,7.58,review
sang,5,6.52,review
running,55,5.7,review
evidently,2,5.88,review
fallen,8,3.52,review
levels,15,5.3,review
expecting,44,6.58,review
expect,102,5.9,review
basically,52,5.56,review
received,122,6.34,review
ten,39,5.44,review
dollars,51,7.3,review
bag,55,5.64,review
seven,8,5.66,review
bucks,39,6.7,review
omg,39,5.1,review
remembered,14,6.32,review
yrs,8,4.8,review
ride,30,6.14,review
known,41,5.8,review
smart,7,7.48,review
placing,8,5.7,review
via,20,5.3,review
app,49,5.2,review
members,25,5.66,review
exact,21,6.04,review
environment,52,6.22,review
aware,19,5.78,review
children,38,7.12,review
grandchildren,1,7.42,review
such,190,5.16,review
organized,28,6.62,review
clever,6,7.06,review
creative,31,7.4,review
laughs,5,8.18,review
five,78,5.24,review
newly,15,6.5,review
ace,6,6.68,review
within,91,5.34,review
mile,13,5.04,review
front,254,5.58,review
lime,28,6.6,review
light,129,6.4,review
greg,2,5.16,review
smile,51,8.1,review
heat,52,4.16,review
kick,41,3.72,review
loving,12,7.96,review
cooking,43,7.08,review
proud,11,7.32,review
totally,79,6.02,review
hope,78,7.38,review
adds,10,5.5,review
pie,92,6.78,review
repair,46,4.76,review
outcome,4,5.6,review
horrible,131,2.24,review
man,90,5.9,review
late,120,3.46,review
industry,17,5.38,review
rude,130,2.62,review
employee,55,5.74,review
retire,1,6.02,review
position,4,5.86,review
forces,1,4.18,review
fault,30,3.44,review
reviews,192,5.3,review
colors,26,7.0,review
cut,132,3.42,review
toes,7,5.14,review
crooked,2,3.7,review
stupid,11,2.68,review
wearing,39,5.5,review
picked,71,6.08,review
rushing,8,4.82,review
massage,43,6.94,review
average,94,5.1,review
china,11,5.4,review
primarily,4,5.42,review
dine,40,6.7,review
mon,6,5.18,review
chinese,72,5.64,review
filling,53,5.58,review
mike,23,5.3,review
hang,53,3.86,review
appeal,5,5.62,review
internet,18,7.48,review
public,25,5.18,review
rocks,14,5.96,review
kevin,11,5.2,review
detail,31,5.82,review
apartments,4,5.16,review
wrapped,21,5.86,review
dates,6,6.42,review
sick,20,2.02,review
gay,4,4.44,review
ladies,35,7.2,review
informed,36,6.18,review
rainbow,6,8.1,review
birthday,113,7.78,review
candles,8,6.67,review
lit,10,5.64,review
dripping,4,4.94,review
degree,8,6.26,review
hotter,7,5.86,review
mess,46,3.94,review
serve,110,5.46,review
quite,200,5.32,review
boo,3,3.74,review
spent,67,4.76,review
somewhere,60,5.28,review
giants,2,5.34,review
sections,5,5.2,review
ben,5,5.14,review
run,107,5.48,review
support,41,6.44,review
venture,5,5.64,review
backyard,2,6.47,review
houston,4,5.26,review
technique,5,5.94,review
peak,10,5.9,review
outdoor,92,6.94,review
promote,1,6.92,review
pet,20,7.08,review
reasonable,123,6.38,review
yourself,79,6.24,review
tee,4,5.64,review
spread,22,5.48,review
word,42,5.56,review
mom,75,7.64,review
pop,30,5.98,review
drunk,20,3.88,review
alcohol,16,5.2,review
lists,3,5.1,review
converted,6,5.26,review
upstairs,35,5.66,review
valentine,7,7.4,review
mind,115,6.04,review
vanilla,32,6.96,review
butter,107,6.56,review
mouth,70,5.8,review
sooooo,10,4.86,review
baked,74,6.4,review
apple,47,7.44,review
folks,47,6.04,review
rate,49,5.34,review
asian,61,6.32,review
american,44,6.74,review
stick,34,5.08,review
walls,41,5.26,review
instrumental,2,6.48,review
tokyo,2,5.76,review
mt,5,5.18,review
stunning,5,6.5,review
land,10,6.18,review
peaceful,6,7.5,review
retail,9,5.9,review
trust,40,7.22,review
k,23,5.0,review
miles,30,5.3,review
tires,45,5.2,review
worn,11,4.23,review
secondary,3,5.2,review
rubber,9,5.8,review
backs,1,5.34,review
rep,10,4.8,review
speak,67,5.9,review
face,56,6.12,review
lied,7,2.82,review
stated,38,5.26,review
factory,9,5.08,review
rear,7,5.12,review
mode,1,5.28,review
responsible,8,5.8,review
thru,48,5.22,review
dozens,8,5.7,review
world,88,6.52,review
higher,42,6.46,review
male,13,6.02,review
tech,29,6.22,review
unfortunately,80,2.76,review
refused,30,3.38,review
environmental,1,6.42,review
important,37,6.32,review
unfortunate,9,2.94,review
messed,17,3.84,review
double,33,5.8,review
bed,49,7.18,review
careful,22,5.1,review
upside,3,6.21,review
comfy,17,7.18,review
laid,24,5.46,review
hit,88,4.58,review
miss,78,3.64,review
depends,3,4.72,review
gotta,14,5.02,review
society,4,5.78,review
does,153,5.22,review
satisfied,37,7.28,review
eager,13,6.54,review
nc,3,5.26,review
brunch,132,6.32,review
louis,55,5.14,review
afternoon,71,5.98,review
watched,30,5.46,review
seats,54,5.58,review
stood,25,4.94,review
cleaned,33,6.54,review
proceeded,32,6.12,review
elsewhere,54,4.86,review
original,50,6.36,review
yeah,30,5.9,review
modest,4,5.9,review
heights,8,5.64,review
company,129,5.44,review
eight,7,5.3,review
owned,27,5.64,review
mega,1,6.0,review
potato,93,6.54,review
eggs,119,6.02,review
potatoes,93,6.48,review
largest,5,6.34,review
imagine,37,7.18,review
simple,83,6.02,review
fancy,34,6.96,review
wifi,23,6.36,review
zero,37,3.44,review
compelled,5,4.45,review
history,48,5.84,review
tampa,94,5.48,review
fly,21,6.32,review
prior,31,4.88,review
desk,97,5.26,review
id,19,5.0,review
plane,10,6.3,review
happened,63,5.02,review
helpful,228,7.24,review
stuck,31,3.66,review
credit,68,5.86,review
excitement,5,7.62,review
character,13,5.68,review
favourite,14,7.16,review
truth,8,7.42,review
honey,44,7.44,review
nearest,5,6.02,review
mins,43,4.94,review
proceed,2,6.68,review
suspect,7,3.14,review
badly,8,2.88,review
dump,6,2.84,review
bullshit,1,3.08,review
aint,3,4.02,review
ashamed,9,2.59,review
bull,3,4.62,review
accept,15,6.42,review
committed,8,6.38,review
psycho,3,2.5,review
ward,2,4.84,review
savings,4,7.26,review
allows,8,6.26,review
household,6,5.86,review
income,3,7.58,review
rip,15,4.0,review
oil,76,4.88,review
xd,1,4.76,review
directly,30,5.56,review
afterwards,21,5.76,review
making,149,6.24,review
noise,28,3.74,review
engine,25,5.7,review
ruined,20,2.54,review
labor,18,4.22,review
convinced,14,5.96,review
believes,3,6.82,review
bone,27,5.04,review
written,13,5.7,review
clearer,1,6.3,review
memory,12,6.46,review
vegan,98,4.82,review
everywhere,30,5.76,review
kills,2,1.78,review
baking,5,6.58,review
betty,4,5.16,review
treats,29,6.7,review
orlando,2,5.92,review
initially,20,5.2,review
lived,43,5.82,review
goods,29,6.46,review
expanded,5,5.88,review
minute,82,5.5,review
relax,18,7.7,review
naturally,14,6.8,review
lighting,28,6.0,review
expensive,113,3.54,review
intention,6,5.94,review
along,107,5.48,review
obsessed,13,3.42,review
establishment,71,5.36,review
tennessee,8,5.82,review
fellow,10,5.5,review
niece,4,6.72,review
declared,2,5.28,review
crowd,58,4.14,review
present,17,6.96,review
arrived,181,6.14,review
grew,14,5.9,review
covers,6,5.6,review
songs,6,6.96,review
funky,15,5.72,review
industrial,8,5.02,review
mellow,6,6.16,review
vibe,61,6.02,review
triple,7,5.98,review
whiskey,15,5.72,review
level,75,5.6,review
possibly,20,5.78,review
sausage,79,6.16,review
amen,2,6.02,review
divine,12,7.26,review
rolled,20,5.42,review
head,62,5.96,review
feast,11,7.49,review
saint,9,6.34,review
steve,7,5.38,review
impression,21,5.94,review
nap,6,6.44,review
pianist,1,6.68,review
playing,39,7.14,review
describe,21,5.66,review
example,19,5.58,review
pointed,20,4.9,review
argue,8,3.0,review
further,26,5.46,review
colder,1,4.04,review
earlier,18,5.4,review
obviously,45,5.54,review
upset,33,2.56,review
described,19,5.58,review
sign,72,5.66,review
saying,103,5.6,review
dancer,1,6.86,review
stands,9,5.28,review
outfit,8,5.76,review
strip,26,4.92,review
rating,56,5.54,review
budget,16,5.08,review
spending,18,5.24,review
hair,167,6.04,review
haircut,41,6.2,review
elegant,10,6.96,review
sophisticated,7,6.02,review
tips,32,6.28,review
keeping,20,6.1,review
smooth,32,6.8,review
bright,37,7.62,review
sunlight,1,7.88,review
spa,30,6.92,review
biz,5,5.04,review
mcdonalds,9,5.98,review
acts,3,5.48,review
doing,139,5.5,review
favour,1,6.92,review
enthusiasm,5,7.46,review
faster,8,6.38,review
split,46,4.26,review
low,61,3.66,review
interaction,13,6.51,review
began,20,5.98,review
cat,23,6.64,review
crude,1,3.6,review
remarks,4,4.88,review
towards,23,5.72,review
question,26,4.98,review
likes,13,7.28,review
sexy,4,7.4,review
b,40,4.84,review
shocked,12,3.64,review
control,12,5.38,review
behavior,11,5.5,review
ignored,23,3.32,review
laughing,6,8.2,review
thinking,39,6.28,review
lobby,23,5.2,review
terrible,101,2.84,review
management,69,4.76,review
reminds,18,5.4,review
truck,74,5.48,review
patient,46,5.04,review
coke,16,6.78,review
buck,11,5.84,review
trouble,27,2.78,review
banana,31,6.86,review
genuine,10,7.18,review
skills,23,6.38,review
encountered,16,5.48,review
witness,1,4.82,review
force,10,4.0,review
honky,4,3.94,review
hole,31,4.66,review
wall,64,4.98,review
dive,16,5.64,review
tap,44,5.4,review
jukebox,2,6.78,review
basic,45,5.16,review
mill,7,5.22,review
pub,32,6.02,review
fare,23,5.26,review
case,53,5.02,review
legit,11,6.08,review
lover,13,7.3,review
boot,14,5.0,review
miller,11,5.36,review
lite,6,5.38,review
deep,45,5.74,review
breath,10,6.38,review
strongly,11,6.14,review
travel,23,7.18,review
shuttle,13,5.78,review
complications,4,3.65,review
bottles,32,5.52,review
faces,5,6.2,review
tree,27,7.12,review
rotting,3,3.04,review
yard,16,5.66,review
decided,220,5.94,review
john,20,5.08,review
pleasant,89,7.48,review
scheduled,25,5.28,review
following,31,5.38,review
removed,16,3.72,review
branches,4,6.35,review
trees,15,6.98,review
successfully,2,7.62,review
team,68,6.26,review
process,78,5.46,review
results,30,5.9,review
yep,7,5.96,review
remember,63,6.42,review
limited,56,4.22,review
line,207,4.98,review
based,94,5.26,review
hungry,73,3.38,review
riding,8,6.18,review
reminded,19,5.6,review
east,30,5.82,review
shade,18,6.1,review
evening,92,6.42,review
until,192,4.94,review
guarantee,7,6.86,review
reading,35,6.78,review
wooden,12,5.04,review
sea,28,6.94,review
center,65,5.3,review
museum,36,6.68,review
views,20,5.92,review
tourist,25,6.18,review
trap,12,3.44,review
count,13,5.5,review
taxi,5,5.72,review
january,9,5.7,review
kill,12,1.56,review
birds,8,6.96,review
harbor,9,6.06,review
planning,22,6.16,review
feed,17,6.42,review
damn,37,2.98,review
spins,1,5.39,review
classic,50,6.58,review
descriptions,9,5.84,review
concepts,3,6.02,review
tastes,42,6.38,review
wings,126,6.52,review
request,32,5.34,review
tossed,7,4.46,review
vs,9,4.6,review
formal,13,5.62,review
training,26,5.74,review
shared,56,6.8,review
similar,39,5.96,review
reasons,20,5.26,review
lack,66,3.16,review
selected,9,6.32,review
becker,1,5.0,review
geographical,1,6.04,review
requests,12,5.1,review
entitled,1,5.64,review
expectations,50,5.46,review
feels,44,5.5,review
giving,108,6.98,review
soul,26,6.34,review
grey,6,4.56,review
match,16,5.96,review
turns,21,5.2,review
exist,3,5.9,review
spoke,40,5.8,review
dawn,10,6.54,review
quoted,16,5.48,review
appointment,132,5.52,review
insurance,29,5.24,review
agents,3,5.0,review
number,81,5.3,review
transportation,6,6.16,review
assured,24,6.2,review
seen,99,5.4,review
ray,4,5.52,review
radio,8,6.58,review
apologize,22,5.02,review
ed,22,5.16,review
bother,29,4.12,review
illegal,6,2.86,review
reporting,3,5.12,review
bureau,2,4.62,review
shady,10,4.68,review
sir,5,5.26,review
idea,64,7.06,review
thin,51,5.74,review
jar,9,5.12,review
believe,83,6.7,review
combinations,18,6.06,review
northern,6,5.22,review
touched,10,6.4,review
boyfriend,63,6.38,review
problems,38,2.92,review
fridge,18,6.02,review
judy,5,4.8,review
previously,20,4.52,review
wrote,13,5.64,review
ownership,12,6.38,review
social,31,6.22,review
jackson,3,5.7,review
tired,22,3.34,review
crappy,14,2.98,review
boring,15,2.9,review
boxes,23,5.52,review
indication,2,5.56,review
improve,14,6.44,review
silly,7,5.3,review
opening,34,6.2,review
slide,9,5.76,review
mirror,15,6.26,review
become,39,5.7,review
prom,6,5.94,review
parties,29,7.42,review
solo,6,5.56,review
convention,6,5.48,review
pity,2,3.1,review
utah,1,5.16,review
letting,18,5.18,review
released,3,6.34,review
tail,13,5.67,review
twice,89,5.6,review
girls,40,6.94,review
valley,7,6.26,review
continue,37,5.76,review
bringing,21,6.04,review
weekends,28,7.7,review
drinking,34,6.14,review
visited,70,6.3,review
dim,11,3.9,review
bands,11,6.16,review
comparison,6,5.37,review
hell,14,2.22,review
ohhhh,1,5.34,review
cookie,39,7.1,review
pure,11,6.88,review
liquid,14,5.86,review
joy,4,8.16,review
sing,3,7.44,review
gal,10,5.69,review
fitness,20,6.92,review
someone,194,5.3,review
beginning,22,6.04,review
grow,10,6.68,review
community,26,6.28,review
gym,46,5.96,review
tribe,1,5.92,review
sweat,6,4.16,review
play,69,7.26,review
challenges,5,5.74,review
races,4,5.72,review
weight,18,4.52,review
increase,12,6.56,review
strength,4,7.4,review
generally,29,5.24,review
embrace,1,6.22,review
safely,8,6.96,review
challenged,2,5.46,review
worry,21,2.82,review
general,45,5.32,review
website,55,6.28,review
success,11,7.86,review
stories,17,6.62,review
regret,24,3.12,review
raw,43,4.24,review
brings,19,5.8,review
lemon,39,6.16,review
juice,47,7.12,review
goodness,30,7.58,review
competition,10,5.64,review
hilarious,2,7.5,review
die,54,1.74,review
adding,19,5.72,review
lbs,5,4.64,review
frame,12,5.54,review
heading,15,5.62,review
camino,5,5.38,review
anna,5,5.78,review
impressive,37,7.04,review
lord,3,6.34,review
celebrate,17,7.98,review
wedding,58,7.34,review
anniversary,20,6.7,review
ruth,10,5.06,review
chris,30,5.22,review
fairly,37,6.28,review
baseball,2,5.84,review
television,8,6.66,review
wear,34,5.94,review
checked,78,5.34,review
previous,39,4.88,review
fought,3,3.1,review
fight,8,2.7,review
ran,35,5.5,review
calm,13,6.36,review
roof,10,5.42,review
stayed,66,5.4,review
guest,38,6.52,review
major,29,5.76,review
seconds,18,5.08,review
wing,17,5.98,review
liked,107,7.16,review
cable,7,5.64,review
package,23,6.22,review
consisted,10,5.46,review
extended,9,5.8,review
twins,1,6.4,review
personal,66,6.06,review
sheets,11,5.64,review
pillow,2,6.88,review
addition,50,5.9,review
wash,41,5.74,review
cloth,2,5.94,review
satisfaction,10,7.34,review
pacific,3,6.16,review
theater,23,6.96,review
european,7,5.94,review
attend,12,6.0,review
movies,5,7.34,review
amazed,7,7.22,review
honor,10,7.22,review
war,6,1.8,review
boards,7,5.18,review
contributed,6,6.04,review
web,12,5.84,review
haha,19,7.64,review
effort,24,5.86,review
create,21,6.82,review
presentation,33,5.42,review
anytime,12,5.98,review
gin,6,5.9,review
supposed,59,5.14,review
quarters,4,5.74,review
realized,42,5.78,review
